BillboardTitle,BillboardArtist,OriginChart,peakpos_alltime,weeksonchart_alltime,MyPart_id,Song Form,Pre-Chorus Section Lyrics,Tempo,Song Length,Vocal vs. Instrumental Prevalence,First Section Type,Intro Length,"Intro (Instrumental, Vocal)",Verse Count,Pre-Chorus Count,Chorus Count,Vocal Post-Chorus Count,Departure Section,Last Section Type,Outro Length,"Outro (Instrumental, Vocal)",Number of Distinct Sections,Melodic Interval Prevalence,Main Melodic Range (tones),Main Melodic Range,Number of Melodic Themes,Key,"Key (Major, Minor, Major Mode, Minor Mode)",Use of Parallel Mode,%Diatonic Chords,Chord Repetition,Use of Triads,Use of Inverted Chords,Use of 7th Chords,Use of Major 7th Chords,Chord Degree Prevalence,Timbre,Predominantly Acoustic vs Electronic,Prominent Instruments,Song Title Word Count,Song Title Appearances,Person References,Location References,Organization or Brand References,Consumer Goods References,Creative Works Title References,Literal Experiences vs. Abstract,Lyrical Sub Themes defining Lyrical Themes,Lyrical Moods,Use of In-Line Lyric Repetition,Line Repetition,Overall Repetitiveness,Average Word Repetition (Full Song),Common Words Prevalence 1k,Common Words Prevalence 10k,Common Words Prevalence 50k,%Slang Words,%Abbreviations,%Non Dictionary Words,%Profanity Words,Average Consonance Alliteration,Average Assonance Alliteration,Rhyme Density,Percentage of Rhyming Syllables,Average Rhymes per Line,Number Of Rhyme Groups In The Song By ELR,End-of-Line Perfect Rhyme Percentage,End-of-Line Secondary Perfect Rhyme Percentage,End-of-Line Assonance Rhyme Percentage,End-of-Line Consonance Rhyme Percentage,Perfect Rhyme Percentage,Secondary Perfect Rhyme Percentage,Assonance Rhyme Percentage,Consonance Rhyme Percentage,End-of-Line Rhyme Percentage,Mid-Line Rhyme Percentage,Internal Rhyme Percentage,Mid-Word Rhyme Percentage,Lyrical Density,Average Number of Words per Line,Primary Genre,Sub-Genres,Influences,Production Mood,Danceability,Loudness Range
Eastside,"Benny Blanco, Halsey & Khalid",hot-100,9,52,[BennyBlancoHalseyAndKhalid].Eastside,A-PC-B,Lyrically Identical,89.84718323,2:53,Vocals Prevalence,Intro,0:00,Vocal,2,2,2,0,1,Outro,0:00,Vocal,5,"%P1-%m2, %M2-%m3, %M3-%P5",9.5,Mixed-Horizontal,2,A Major,Major,0,0.908450704,6.173913043,0.485915493,0.042253521,0.345070423,0.274647887,"%I, %IV, %V, %VI",Mixed,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",1,6,0.022774327,0.039337474,0.01242236,0.004140787,0,Both,"Breakup, Materialized Dream, Holiday or Festivity, Introspection, Yearning for Social company, Friendship, Family","Cynical, Happy, Reluctance, Positive, Detached",0.005747126,0.557471264,0.371551724,3.101910828,0.744394619,0.905829596,0.955156951,0,0.016427105,0.014373717,0,1.240606614,0.852394379,0.339527027,0.16722973,1.706896552,0.154639175,0.175,0,0.175,0.05,0.265822785,0.012658228,0.303797468,0.037974684,0.506329114,0.505154639,0.082474227,0.302816901,2.798078691,7.430769231,Pop,"Pop, Hip Hop/Rap","R&B Pop, Pop",Relaxed,0.554928482,9.391272545
Emotionless,Drake,hot-100,8,4,[Drake].Emotionless,ABAB,No Pre-Chorus,86.10738373,5:02,Instruments Prevalence,Chorus,0:00,No Intro,2,0,2,0,1,Outro,0:48,Vocal,5,"%P1-%m2, %M2-%m3, %M3-%P5",14.5,Vertical,1,Bb Minor,Minor,0,0.692307692,4.612903226,0.335664336,0.041958042,0.531468531,0.174825175,"%I, %V, %VI",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar, Piano",1,0,0.063227953,0.016638935,0.001663894,0.003327787,0.011647255,Literal,"Romantic, Protest, Lifestyle, Religion or Spirituality, Friendship","Dramatic, Cynical, Optimistic, Happy, Sad",0.009259259,0.032407407,0.480648363,2.22962963,0.583629893,0.807829181,0.925266904,0,0.058139535,0.026578073,0.003322259,1.344327309,0.670124717,0.274535809,0.181697613,1.902777778,0.201680672,0.379310345,0,0.327586207,0.034482759,0.285714286,0,0.408163265,0.132653061,0.591836735,0.554621849,0.084033613,0.267379679,1.991816119,7.818181818,Hip Hop/Rap,Hip Hop/Rap,Classic Hip Hop,Relaxed,0.648007274,14.1251564
everything i wanted,Billie Eilish,hot-100,8,33,[BillieEilish].EverythingIWanted,A-PC-B,Lyrically Identical,120.0172348,4:05,Instruments Prevalence,Verse,0:00,No Intro,2,2,2,0,1,Outro,0:09,Instrumental,8,"%P1-%m2, %M2-%m3, %M3-%P5",10,Mixed-Horizontal,4,E Mixolydian,Mixolydian,0,0.912621359,5.150000007,0.621359223,0.029126214,0.281553398,0.252427184,"%I, %VI, %VII",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",3,3,0.038338658,0.003194888,0.003194888,0,0,Literal,"Egocentric, Materialized Dream, Protest, Introspection","Cynical, Nostalgic, Happy, Reluctance, Anger, Sad, Bitter",0.020833333,0.375,0.414082687,2.641025641,0.659574468,0.914893617,0.964539007,0,0.042071197,0.009708738,0,0.926508888,0.262352092,0.259162304,0.141361257,1.125,0.326923077,0.5,0,0.1875,0.125,0.441176471,0,0.176470588,0.235294118,0.470588235,0.615384615,0.076923077,0.386363636,1.074280833,5.454545455,Rock,"Pop, Rock",Alternative Pop,"Relaxed, Melancholic",1.39E-07,11.88662243
Ex's & Oh's,Elle King,hot-100,10,38,[ElleKing].ExsAndOhs,A-PC-B,Lyrically Identical,140.0208282,3:22,Vocals Prevalence,Intro,0:00,Instrumental,3,3,3,0,0,Outro,0:00,Instrumental,6,"%P1-%m2, %M2-%m3, %M3-%P5",5.5,Horizontal,3,E Minor,Minor,1,0.764705882,4.857142857,0.725490196,0.107843137,0.147058824,0.019607843,"%I, %III, %V, %VII",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",3,3,0.043103448,0.011494253,0.011494253,0,0.002873563,Both,"Love, Breakup, Holiday or Festivity, Family","Optimistic, Positive, Detached",0.128787879,0.325757576,0.330194232,3.327102804,0.678571429,0.795918367,0.846938776,0,0.064606742,0.073033708,0,0.948672204,1.181043084,0.477541371,0.271867612,2.613636364,0.088495575,0.217391304,0,0.565217391,0,0.289156627,0.108433735,0.506024096,0,0.277108434,0.433628319,0.194690265,0.148148148,1.586695192,6.941176471,Rock,"Rock, R&B/Soul","Pop, Rock, Hard Rock",Party,0.926986575,4.788095474
Exile,Taylor Swift Featuring Bon Iver,hot-100,6,5,[TaylorSwiftBonIver].Exile,ABABC,,152.2359314,4:45,Vocals Prevalence,Intro,0:19,No Intro,3,0,3,,1,Outro,0:19,No Outro,3,,,,,F# Major,Major,0,0.873239437,6.173913043,0.647887324,0.049295775,0.204225352,0.105633803,"%I, %IV, %V, %VI",Primarily Dark,Primarily Acoustic,"Bass Prevalence, Drums/Perc Prevalence, Piano, String Section, Guitar",1,3,,,,,,,"Breakup, Hedonism","Cynical, Anger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pop,"Pop, Rock, Country","Teen Pop, Country Ballad",Relaxed,0.103037603,6.517503738
Fake Love,Drake,hot-100,8,25,[Drake].FakeLove,A-PC-B,Lyrically Identical,67.2055588,3:30,Vocals Prevalence,Chorus,0:13,Instrumental,2,2,3,0,0,Outro,0:13,Vocal,4,"%P1-%m2, %M2-%m3, %M3-%P5",8.5,Mixed-Horizontal,1,A Minor,Minor,0,0.744186047,3.307692308,0.395348837,0.147286822,0.465116279,0.11627907,"%III, %IV, %V, %VII",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",2,6,0.03164557,0,0.002109705,0,0.002109705,Abstract,"Romantic, Protest, Boasting","Dramatic, Cynical, Optimistic, Happy, Reluctance, Positive",0,0.422222222,0.261434978,4.647058824,0.669642857,0.834821429,0.910714286,0,0.050632911,0.006329114,0.002109705,0.842132135,0.907638889,0.409274194,0.197580645,1.633333333,0.081632653,0.109090909,0,0.290909091,0,0.150684932,0,0.246575342,0.04109589,0.753424658,0.275510204,0.030612245,0,2.246615857,6.705882353,Hip Hop/Rap,Hip Hop/Rap,Trap,Relaxed,0.938362062,10.08117867
Fake Love,BTS,hot-100,10,6,[Bts].FakeLove,AABA,,154.7401581,4:02,Vocals Prevalence,Intro,0:00,No Intro,2,0,0,,1,Chorus,0:00,No Outro,6,"%P1-%m2, %M2-%m3, %M3-%P5",10,Mixed-Horizontal,2,D Aeolian,Aeolian,0,0.846153846,5.827586212,0.366863905,0.136094675,0.378698225,0.195266272,"%I, %III, %VI",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, String Section, Guitar",2,22,0.007352941,0.00245098,0.088235294,0.00245098,0,Abstract,"Infatuation, Love, Romantic, Egocentric, Sex, Yearning for Social company","Optimistic, Nostalgic, Happy, Reluctance, Anger, Sad, Bitter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxed,0.998355925,13.84689331
Feel It Still,Portugal. The Man,hot-100,4,45,[PortugalTheMan].FeelItStill,ABABC,No Pre-Chorus,156.2705078,2:43,Vocals Prevalence,Intro,0:00,No Intro,3,0,3,0,0,Chorus,0:00,No Outro,2,"%P1-%m2, %M2-%m3, %M3-%P5",9.5,Mixed-Horizontal,2,C# Aeolian,Aeolian,0,0.552238806,2.791666667,0.373134328,0.164179104,0.462686567,0.059701493,"%I, %IV",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",3,8,0.040935673,0,0.005847953,0,0,Both,"Love, Romantic, Breakup, Success, Materialized Dream, Protest, Friendship","Cynical, Reluctance",0,0.248062016,0.348097318,3.081081081,0.5125,0.83125,0.98125,0,0.005847953,0.046783626,0,0.802108467,0.413421202,0.278728606,0.188264059,1.790697674,0.21875,0.043478261,0,0.173913043,0,0.241935484,0,0.322580645,0.048387097,0.370967742,0.515625,0.328125,0.172043011,2.009306261,6.352941176,Rock,"Pop, Rock","Alternative Rock, Alternative Hip Hop","Happy, Party",0.952995956,7.649726868
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,hot-100,3,20,[6Ix9IneNickiMinajAndMurdaBeatz].Fefe,ABABC,,62.95853805,2:59,Vocals Prevalence,Intro,0:22,No Intro,3,0,4,,1,Outro,0:22,No Outro,1,,,,,Eb Minor,Minor,0,0.673469388,3.5,0.816326531,0,0.12244898,0.040816327,"%I, %III, %VI",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",1,1,,,,,,,"Breakup, Sex, Protest, Boasting, Lifestyle, Drugs or Alcohol Use or Alcohol Use, Family","Dramatic, Cynical, Reluctance, Detached",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hip Hop/Rap,Hip Hop/Rap,Trap,"Party, Melancholic",0.999999881,5.595099449
Fight Song,Rachel Platten,hot-100,6,31,[RachelPlatten].FightSong,A-PC-B,Lyrically Identical,87.98070526,3:24,Vocals Prevalence,Intro,0:00,No Intro,2,2,3,0,1,Outro,0:00,No Outro,4,"%P1-%m2, %M2-%m3, %M3-%P5",14,Vertical,2,G Major,Major,1,0.905882353,4.473684211,0.658823529,0.070588235,0.176470588,0.058823529,"%I, %IV, %V, %VI",Mixed,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",2,6,0.015015015,0.015015015,0,0,0.051051051,Both,"Breakup, Success, Protest, Friendship","Dramatic, Reluctance, Anger, Positive, Detached",0,0.711864407,0.338544799,3.112149533,0.62755102,0.887755102,0.954081633,0,0.009009009,0.003003003,0.006006006,0.579346717,0.160634119,0.304123711,0.190721649,1.254237288,0.225806452,0.256410256,0,0.076923077,0,0.285714286,0,0.214285714,0.053571429,0.696428571,0.516129032,0.032258065,0.177777778,1.623376623,4.764705882,Pop,Pop,"Teen Pop, Pop, Rock",Party,0.838569641,9.882221222
Filthy,Justin Timberlake,hot-100,9,6,[JustinTimberlake].Filthy,A-PC-B,Lyrically Differentiated,97.02922058,4:53,Instruments Prevalence,Intro,0:23,Vocal,4,2,3,2,0,Outro,0:23,Vocal,6,"%P1-%m2, %M2-%m3, %M3-%P5",14.5,Vertical,3,Ab Minor,Minor,1,0.48245614,3.352941176,0.49122807,0.043859649,0.342105263,0.166666667,%I,Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",1,4,0.056521739,0.002173913,0,0,0.002173913,Abstract,"Hedonism, Friendship","Dramatic, Cynical, Happy, Reluctance, Anger, Positive",0,0.36036036,0.261437908,4.8125,0.594262295,0.799180328,0.918032787,0.004329004,0.056277056,0.019480519,0,0.342758489,0.406559767,0.507462687,0.186567164,1.351351351,0.153846154,0.084745763,0,0.06779661,0.016949153,0.269230769,0,0.128205128,0.038461538,0.756410256,0.32967033,0.021978022,0.122807018,1.675224088,5.147727273,Rock,"Pop, Rock","R&B Pop, Alternative Rock",Party,0.867627442,6.401569366
Finesse,Bruno Mars & Cardi B,hot-100,3,23,[BrunoMarsAndCardiB].Finesse,A-PC-B,Lyrically Identical,105.0039368,3:37,Vocals Prevalence,Intro,0:00,No Intro,2,2,3,0,1,Outro,0:23,Vocal,8,"%P1-%m2, %M2-%m3, %M3-%P5",13.5,Vertical,3,F Minor,Minor,0,0.721311475,3.588235294,0.139344262,0.073770492,0.795081967,0.245901639,"%I, %V, %VI",Mixed,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",1,13,0.042881647,0.003430532,0.017152659,0,0.003430532,Both,"Romantic, Breakup, Sex, Lifestyle, Friendship","Dramatic, Cynical, Positive",0.029535865,0.35443038,0.333216415,3.689873418,0.55,0.728571429,0.925,0.001715266,0.072041166,0.02915952,0.005145798,1.151117424,0.947010582,0.385113269,0.158576052,1.240506329,0.217391304,0.111111111,0,0.583333333,0,0.150943396,0,0.547169811,0,0.679245283,0.434782609,0.043478261,0.132743363,2.613651335,6.033707865,Pop,"Pop, Rock, R&B/Soul",R&B Pop,"Happy, Party",0.952832818,3.626102448
Focus,Ariana Grande,hot-100,7,13,[ArianaGrande].Focus,A-PC-B,Lyrically Identical,99.97835541,3:31,Instruments Prevalence,Intro,0:00,Instrumental,2,0,3,2,1,Outro,0:00,Vocal,7,"%P1-%m2, %M2-%m3, %M3-%P5, %m6+",11,Mixed-Vertical,4,Ab Aeolian,Aeolian,0,0.778947368,4.75,0.252631579,0.031578947,0.684210526,0.189473684,"%I, %V, %VI",Mixed,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",1,55,0.050526316,0.004210526,0.006315789,0.018947368,0.002105263,Abstract,"Romantic, Egocentric, Sex, Hedonism, Protest, Boasting, Introspection","Cynical, Optimistic, Nostalgic, Happy, Reluctance, Sad, Positive, Bitter",0.166666667,0.170068027,0.280810587,4.768518519,0.742857143,0.812244898,0.930612245,0.003883495,0.040776699,0.017475728,0.001941748,2.027536969,1.634773663,1.231981982,0.326576577,2.959183673,0.170212766,0,0,0.129032258,0,0.177777778,0,0.133333333,0.066666667,0.688888889,0.70212766,0.276595745,0.013605442,2.288166638,6.396551724,Pop,Pop,R&B Pop,"Party, Relaxed, Melancholic",0.479372442,4.809026718
Follow God,Kanye West,hot-100,7,6,[KanyeWest].FollowGod,ABAB,No Pre-Chorus,90.02349091,1:44,Vocals Prevalence,Intro,0:00,No Intro,2,0,0,0,1,Outro,0:30,Vocal,8,"%P1-%m2, %M2-%m3, %M3-%P5",9,Mixed-Horizontal,5,F Phrygian,Phrygian,0,0.444444444,2.25,0.333333333,0,0.481481481,0.333333333,"%I, %III, %VII",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",2,0,0.090651558,0,0.008498584,0.005665722,0.014164306,Literal,"Empowering, Protest, Boasting, Lifestyle, Religion or Spirituality","Cynical, Optimistic, Reluctance, Positive",0,0,0.474932615,2.251572327,0.6,0.772222222,0.883333333,0.002793296,0.072625698,0.008379888,0,1.871488094,0.947574996,0.365296804,0.200913242,2.378378378,0.210526316,0.166666667,0,0.222222222,0,0.423728814,0.033898305,0.203389831,0.050847458,0.305084746,0.684210526,0.184210526,0.371428571,2.427326869,8.275,Hip Hop/Rap,Hip Hop/Rap,Alternative Hip Hop,"Party, Relaxed, Melancholic",0.06640666,13.46391582
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,hot-100,6,43,[PopSmokeLilBabyAndDababy].ForTheNight,,,62.9709053,3:10,Vocals Prevalence,Chorus,0:13,No Intro,3,,,,0,Chorus,0:13,No Outro,2,,,,,C# Aeolian,Aeolian,0,0.72,3.448275862,0.41,0.1,0.48,0.1,"%I, %III, %IV",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano, Guitar",,,,,,,,,"Romantic, Empowering, Sex, Boasting, Lifestyle, Drugs or Alcohol Use or Alcohol Use, Family","Dramatic, Reluctance, Detached",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hip Hop/Rap,Hip Hop/Rap,Trap,"Aggressive, Party, Relaxed, Melancholic",0.999999881,5.221876144
Forever After All,Luke Combs,hot-100,2,38,[LukeCombs].ForeverAfterAll,A-PC-B,Lyrically Identical,151.9644012,3:52,Vocals Prevalence,Intro,0:12,Instrumental,2,2,3,0,0,Outro,0:12,Vocal,6,"%P1-%m2, %M2-%m3",11.5,Mixed-Vertical,2,C Major,Major,1,0.974789916,6.611111111,0.495798319,0.084033613,0.268907563,0.134453782,"%I, %IV, %V, %VI",Primarily Bright,Primarily Electronic,"Guitar, Bass Prevalence, Drums/Perc Prevalence, Piano, String Section",3,3,0.013157895,0.016447368,0.013157895,0.023026316,0,Both,,Detached,0,0.390243902,0.410094637,2.288888889,0.63190184,0.846625767,0.932515337,0,0.035598706,0.006472492,0,0.64317621,0.186458333,0.165803109,0.10880829,1.024390244,0.558823529,0.416666667,0,0.25,0,0.290322581,0.032258065,0.580645161,0,0.387096774,0.823529412,0.058823529,0.31147541,1.29008016,6.306122449,Country,Country,Classic Country,Happy,0.26564011,2.685091972
Formation,Beyonce,hot-100,10,7,[Beyonce].Formation,AABA,No Pre-Chorus,122.1467361,3:26,Vocals Prevalence,Intro,0:00,No Intro,2,0,0,0,1,Outro,0:00,No Outro,5,"%P1-%m2, %M2-%m3, %M3-%P5",9.75,Mixed-Horizontal,8,F Blues,Blues,0,0.447916667,2.823529412,0.166666667,0.177083333,0.677083333,0.21875,"%V, %VII",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",1,6,0.064377682,0.031473534,0.048640916,0.012875536,0.008583691,Abstract,"Boasting, Lifestyle, Family","Dramatic, Cynical, Nostalgic, Reluctance",0.062801932,0.753623188,0.304815864,3.651041667,0.451306413,0.681710214,0.96912114,0,0.031383738,0.02425107,0.012838802,1.828134998,1.518195962,0.555288462,0.236778846,2.855072464,0.102272727,0.151515152,0,0.212121212,0,0.295454545,0.045454545,0.397727273,0.022727273,0.375,0.568181818,0.130681818,0.25095057,2.434248571,8.269230769,Hip Hop/Rap,"Pop, Hip Hop/Rap",R&B,"Party, Relaxed",0.966309011,10.83182335
FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,hot-100,4,20,[RihannaAndKanyeWestAndPaulMccartney].Fourfiveseconds,ABAB,No Pre-Chorus,102.7218933,3:08,Vocals Prevalence,Intro,0:00,No Intro,2,0,2,0,1,Outro,0:00,No Outro,6,"%P1-%m2, %M2-%m3, %M3-%P5",11,Mixed-Vertical,2,D Major,Major,0,0.986842105,6.333333333,0.723684211,0.223684211,0.013157895,0,"%I, %IV, %V, %VI",Mixed,Primarily Acoustic,"Guitar, Bass Prevalence, String Section, Piano",1,0,0.016949153,0.030508475,0.003389831,0,0,Both,"Egocentric, Empowering, Hedonism, Protest, Holiday or Festivity, Introspection, Yearning for Social company","Cynical, Optimistic, Nostalgic, Happy, Reluctance, Anger, Positive",0,0.210144928,0.429435484,2.478991597,0.523255814,0.76744186,0.930232558,0,0.084745763,0.027118644,0,0.573834053,0.27977245,0.12295082,0.106557377,0.847826087,0.461538462,0.5,0,0.25,0,0.472222222,0,0.25,0.111111111,0.444444444,0.538461538,0.051282051,0.450704225,1.53771361,5.764705882,Pop,"Pop, R&B/Soul",Classic Country,"Happy, Melancholic",0.027773853,5.13822937
Franchise,Travis Scott Featuring Young Thug & M.I.A.,hot-100,1,9,[TravisScottYoungThugAndMia].Franchise,ABABC,,77.33342745,3:22,Vocals Prevalence,Intro,0:11,No Intro,3,0,3,,1,Outro,0:11,No Outro,3,,,,,C# Blues,Blues,0,0.660098522,5.970588235,0.438423645,0.078817734,0.379310345,0.113300493,"%I, %III",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Piano",1,0,,,,,,,"Romantic, Breakup, Empowering, Lifestyle, Religion or Spirituality, Drugs or Alcohol Use or Alcohol Use, Family","Dramatic, Cynical, Detached",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hip Hop/Rap,Hip Hop/Rap,Trap,Party,0.996470571,6.550745964
Freaky Friday,Lil Dicky Featuring Chris Brown,hot-100,8,20,[LilDickyFeaturingChrisBrown].FreakyFriday,ABABC,No Pre-Chorus,100.0070648,3:36,Vocals Prevalence,Intro,0:00,No Intro,3,0,3,0,0,Outro,0:00,No Outro,3,"%P1-%m2, %M2-%m3, %M3-%P5",11,Mixed-Vertical,4,Ab Major,Major,0,0.802816901,4.176470588,0.387323944,0.042253521,0.443661972,0.112676056,"%I, %III, %IV, %V, %VI",Primarily Dark,Primarily Acoustic,"Bass Prevalence, Drums/Perc Prevalence",2,8,0.119162641,0.004830918,0.009661836,0.001610306,0.025764895,Both,"Romantic, Sex, Boasting, Introspection, Lifestyle, Drugs or Alcohol Use or Alcohol Use","Dramatic, Cynical, Happy, Reluctance, Anger",0.0375,0.116883117,0.444201313,2.678111588,0.418461538,0.741538462,0.972307692,0.009615385,0.009615385,0.110576923,0.068910256,1.359922887,0.776670751,0.288156288,0.157509158,1.675324675,0.305785124,0.088235294,0,0.264705882,0.029411765,0.106382979,0.042553191,0.223404255,0.20212766,0.361702128,0.561983471,0.123966942,0.446351931,1.945816495,6.788235294,Hip Hop/Rap,Hip Hop/Rap,Trap,"Party, Relaxed",0.839697778,9.597629547
Futsal Shuffle 2020,Lil Uzi Vert,hot-100,5,11,[LilUziVert].FutsalShuffle2020,A-PC-B,Lyrically Identical,68.5019989,3:18,Vocals Prevalence,Chorus,0:00,No Intro,2,2,3,0,1,Outro,0:00,No Outro,5,"%P1-%m2, %M2-%m3, %M3-%P5",4.5,Horizontal,1,D Aeolian,Aeolian,0,0.872180451,4.925925926,0.563909774,0.045112782,0.203007519,0.045112782,"%I, %V",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",2,0,0.067532468,0.006493506,0.023376623,0.005194805,0.002597403,Both,"Romantic, Protest, Boasting, Lifestyle","Dramatic, Cynical, Reluctance, Anger",0.010989011,0.271062271,0.385691658,3.20746888,0.515738499,0.704600484,0.927360775,0.002587322,0.059508409,0.047865459,0.02457956,1.284997004,0.404956259,0.395995551,0.196885428,1.945054945,0.224637681,0.15625,0,0.1875,0.046875,0.227722772,0.00990099,0.415841584,0.079207921,0.633663366,0.65942029,0.094202899,0.286290323,3.885203056,7.118811881,Hip Hop/Rap,Hip Hop/Rap,Trap,"Party, Relaxed",0.999999404,10.9696331
G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,hot-100,8,35,[FloRidaFeaturingSageTheGeminiAndLookas].GDFR,ABAB,No Pre-Chorus,73.0307083,3:54,Vocals Prevalence,Chorus,0:00,No Intro,2,0,3,0,1,Outro,0:23,Vocal,5,"%P1-%m2, %M2-%m3, %M3-%P5, %m6+",12.25,Vertical,2,G Dorian,Dorian,0,0.571428571,2.333333333,0.163265306,0.163265306,0.551020408,0.244897959,"%I, %IV, %VII",Mixed,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",4,0,0.03,0.0225,0.01,0.0075,0,Literal,Family,Detached,0,0.229885057,0.383417085,2.806896552,0.448648649,0.718918919,0.908108108,0,0.068796069,0.027027027,0.002457002,0.916649087,0.234458874,0.489082969,0.189956332,1.5,0.2,0.170731707,0,0.073170732,0,0.245614035,0.01754386,0.122807018,0.035087719,0.719298246,0.45,0.025,0.179245283,1.843842456,6.092307692,Hip Hop/Rap,"Pop, Hip Hop/Rap","Classic Hip Hop, Trap","Party, Relaxed, Melancholic",0.999985278,5.377059937
Girls Like You,Maroon 5 Featuring Cardi B,hot-100,1,52,[Maroon5FeaturingCardiB].GirlsLikeYou,AAA,No Pre-Chorus,124.9751129,3:55,Both,Verse,0:00,No Intro,1,0,0,0,1,Outro,1:09,No Outro,4,"%P1-%m2, %M2-%m3, %M3-%P5",10.5,Mixed-Vertical,2,C Major,Major,1,0.942857143,8.75,0.65,0.042857143,0.085714286,0.021428571,"%I, %IV, %V, %VI",Primarily Bright,Primarily Electronic,"Guitar, Bass Prevalence, Drums/Perc Prevalence",3,7,0.085492228,0,0,0,0,Abstract,"Infatuation, Romantic, Egocentric, Hedonism, Holiday or Festivity, Introspection","Nostalgic, Reluctance",0.180555556,0.486111111,0.266015201,4.448275862,0.9,0.954166667,1,0.005167959,0.020671835,0.010335917,0.002583979,7.034060847,6.773875661,0.459016393,0.231850117,1.375,0.168539326,0.857142857,0,0,0,0.512195122,0.024390244,0.195121951,0,0.512195122,0.842696629,0.011235955,0.131578947,1.42876302,5.287671233,,,,"Relaxed, Melancholic",0.015670512,6.563386917
Go Crazy,Chris Brown & Young Thug,hot-100,3,52,[ChrisBrownAndYoungThug].GoCrazy,A-PC-B,Lyrically Identical,93.89352417,2:56,Vocals Prevalence,Intro,0:00,No Intro,2,0,3,2,0,Outro,0:00,No Outro,1,"%P1-%m2, %M2-%m3, %M3-%P5, %m6+",11,Mixed-Vertical,6,F Dorian,Dorian,0,0.881818182,4.583333333,0.481818182,0.081818182,0.436363636,0.036363636,"%I, %II, %V, %VII",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence",2,5,0.065719361,0,0.008880995,0.010657194,0.001776199,Both,"Romantic, Lifestyle","Dramatic, Cynical, Reluctance, Detached",0.037037037,0.241545894,0.341401734,3.668831169,0.62585034,0.857142857,0.969387755,0.02300885,0.053097345,0.031858407,0.015929204,0.810950879,0.49475182,0.333333333,0.237639553,2.15942029,0.114285714,0.403846154,0,0.25,0.057692308,0.448979592,0,0.316326531,0.030612245,0.530612245,0.557142857,0.078571429,0.273170732,2.684646672,6.265822785,Hip Hop/Rap,Hip Hop/Rap,"R&B Pop, Trap","Party, Relaxed",0.969210148,11.85222435
God Is A Woman,Ariana Grande,hot-100,8,22,[ArianaGrande].GodIsAWoman,A-PC-B,Lyrically Identical,144.3166351,3:17,Both,Chorus,0:07,Instrumental,2,2,3,0,1,Outro,0:07,Vocal,6,"%P1-%m2, %M2-%m3, %M3-%P5",11.25,Mixed-Vertical,6,C# Mixolydian,Mixolydian,0,0.830508475,4.214285714,0.338983051,0.13559322,0.43220339,0.144067797,"%I, %II, %V, %VI, %VII",Primarily Dark,Primarily Electronic,"Bass Prevalence, Drums/Perc Prevalence, Guitar",4,12,0.066059226,0,0.004555809,0,0,Abstract,"Infatuation, Sex, Hedonism, Protest, Introspection, Religion or Spirituality, Yearning for Social company, Friendship","Cynical, Optimistic, Happy, Reluctance, Anger, Positive",0.041666667,0.368421053,0.296805897,4.19047619,0.755208333,0.854166667,0.947916667,0,0.020454545,0.004545455,0,0.545897592,0.212996032,0.22008547,0.16025641,1.315789474,0.150684932,0.111111111,0.194444444,0.083333333,0.5,0.161290323,0.193548387,0.274193548,0.306451613,0.580645161,0.424657534,0.068493151,0.096385542,1.821142826,6.353846154,Pop,Pop,R&B Pop,"Party, Relaxed, Melancholic",0.754023969,7.092089653
